Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
BME280 Test Alta Velocità
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
BME280 Test Alta Velocità
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
380579 ,    281.02 K ,    91.2 % ,    96.111 kPa
381586 ,    281.02 K ,    91.2 % ,    96.113 kPa
382593 ,    281.05 K ,    91.3 % ,    96.112 kPa
383599 ,    281.05 K ,    91.3 % ,    96.112 kPa
384605 ,    281.05 K ,    91.3 % ,    96.113 kPa
385611 ,    281.03 K ,    91.3 % ,    96.114 kPa
386618 ,    281.00 K ,    91.3 % ,    96.114 kPa
387624 ,    280.98 K ,    91.3 % ,    96.112 kPa
388631 ,    280.98 K ,    91.5 % ,    96.110 kPa
389638 ,    280.98 K ,    91.6 % ,    96.111 kPa
390644 ,    281.02 K ,    91.7 % ,    96.109 kPa
391650 ,    280.98 K ,    91.6 % ,    96.112 kPa
392656 ,    281.01 K ,    91.8 % ,    96.110 kPa
393663 ,    281.04 K ,    91.9 % ,    96.111 kPa
394670 ,    281.05 K ,    91.9 % ,    96.111 kPa
395676 ,    281.02 K ,    91.8 % ,    96.109 kPa
396683 ,    281.03 K ,    91.9 % ,    96.108 kPa
397689 ,    281.05 K ,    91.9 % ,    96.107 kPa
398695 ,    281.07 K ,    92.1 % ,    96.112 kPa
399702 ,    281.05 K ,    92.1 % ,    96.110 kPa
400708 ,    281.04 K ,    92.1 % ,    96.111 kPa
401715 ,    281.03 K ,    92.1 % ,    96.111 kPa
402721 ,    281.04 K ,    92.1 % ,    96.109 kPa
403728 ,    281.02 K ,    92.1 % ,    96.111 kPa
404734 ,    281.02 K ,    92.1 % ,    96.110 kPa
405740 ,    280.97 K ,    92.1 % ,    96.110 kPa
406747 ,    280.97 K ,    92.1 % ,    96.111 kPa
407753 ,    280.92 K ,    92.2 % ,    96.111 kPa
408760 ,    280.90 K ,    92.3 % ,    96.110 kPa
409766 ,    280.89 K ,    92.4 % ,    96.113 kPa
410773 ,    280.90 K ,    92.5 % ,    96.112 kPa
411780 ,    280.89 K ,    92.6 % ,    96.113 kPa
412785 ,    280.88 K ,    92.6 % ,    96.113 kPa
413792 ,    280.89 K ,    92.7 % ,    96.115 kPa
414800 ,    280.91 K ,    92.8 % ,    96.116 kPa
415876 ,    280.98 K ,    92.7 % ,    96.108 kPa
416882 ,    280.94 K ,    92.8 % ,    96.110 kPa
417889 ,    281.00 K ,    92.7 % ,    96.110 kPa
418895 ,    280.96 K ,    92.9 % ,    96.112 kPa
419902 ,    280.94 K ,    92.9 % ,    96.110 kPa
420909 ,    280.99 K ,    92.9 % ,    96.110 kPa
421915 ,    281.00 K ,    92.9 % ,    96.111 kPa
422924 ,    281.02 K ,    92.9 % ,    96.110 kPa
423932 ,    281.02 K ,    92.9 % ,    96.111 kPa
424941 ,    281.03 K ,    92.9 % ,    96.107 kPa
426031 ,    281.03 K ,    92.9 % ,    96.107 kPa
427371 ,    281.09 K ,    93.2 % ,    96.095 kPa
428388 ,    281.26 K ,    93.3 % ,    96.109 kPa
429399 ,    281.29 K ,    93.2 % ,    96.111 kPa
430411 ,    281.27 K ,    93.2 % ,    96.109 kPa
431428 ,    281.37 K ,    93.3 % ,    96.108 kPa
432462 ,    281.38 K ,    93.3 % ,    96.106 kPa
433893 ,    281.45 K ,    93.5 % ,    96.106 kPa
435102 ,    281.47 K ,    93.5 % ,    96.108 kPa
436691 ,    281.51 K ,    93.5 % ,    96.111 kPa
440209 ,    281.50 K ,    93.5 % ,    96.103 kPa
442163 ,    453.75 K ,    100.0 % ,    -14.242 kPa
447549 ,    285.04 K ,    100.0 % ,    -11.534 kPa
448698 ,    281.43 K ,    93.7 % ,    96.108 kPa
449715 ,    281.47 K ,    93.8 % ,    96.105 kPa
451704 ,    281.50 K ,    93.8 % ,    123.447 kPa
454388 ,    453.75 K ,    100.0 % ,    123.432 kPa
476445 ,    453.75 K ,    94.5 % ,    96.107 kPa
491168 ,    281.45 K ,    94.9 % ,    96.109 kPa
525850 ,    281.47 K ,    95.9 % ,    96.113 kPa
543175 ,    281.46 K ,    96.4 % ,    123.448 kPa
547034 ,    281.50 K ,    96.8 % ,    96.108 kPa
556989 ,    281.52 K ,    95.5 % ,    96.107 kPa
577946 ,    281.51 K ,    98.7 % ,    96.109 kPa
631154 ,    281.43 K ,    100.0 % ,    96.108 kPa
633482 ,    281.63 K ,    100.0 % ,    96.103 kPa
743425 ,    281.34 K ,    100.0 % ,    -14.242 kPa
BME280 Test Alta Velocità
BME280 Test Alta Velocità
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
BME280 Test Alta Velocità
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
BME280 Test Alta Velocità
BME280 Test Alta Velocità
Sen
sore configurato: NO FILTER, RAW DATA.
132692 ,    453.75 K ,    100.0 % ,    -14.242 kPa
133722 ,    453.75 K ,    100.0 % ,    -14.242 kPa
134725 ,    453.75 K ,    100.0 % ,    -14.242 kPa
135730 ,    453.75 K ,    100.0 % ,    -14.242 kPa
BME280 Test Alta Velocità
Sensore configurato: NO FILTER, RAW DATA.
453 ,    283.91 K ,    100.0 % ,    96.135 kPa
3022 ,    283.68 K ,    100.0 % ,    96.138 kPa
5437 ,    453.75 K ,    100.0 % ,    96.136 kPa
6472 ,    283.75 K ,    100.0 % ,    96.135 kPa
7516 ,    283.83 K ,    100.0 % ,    96.139 kPa
8983 ,    283.86 K ,    100.0 % ,    96.138 kPa
13589 ,    283.83 K ,    100.0 % ,    96.133 kPa
15594 ,    283.83 K ,    100.0 % ,    96.139 kPa
21185 ,    283.82 K ,    100.0 % ,    96.135 kPa
41191 ,    283.88 K ,    100.0 % ,    96.134 kPa
1156 ,    302.42 K ,    100.0 % ,    96.145 kPa
2162 ,    302.45 K ,    100.0 % ,    96.146 kPa
3169 ,    302.49 K ,    100.0 % ,    96.145 kPa
4175 ,    302.69 K ,    100.0 % ,    96.144 kPa
5181 ,    302.77 K ,    100.0 % ,    96.146 kPa
6188 ,    302.73 K ,    100.0 % ,    96.149 kPa
7194 ,    302.77 K ,    100.0 % ,    96.146 kPa
8201 ,    302.72 K ,    100.0 % ,    96.145 kPa
9207 ,    302.71 K ,    100.0 % ,    96.147 kPa
10213 ,    302.80 K ,    100.0 % ,    96.144 kPa
11219 ,    302.87 K ,    100.0 % ,    96.146 kPa
12226 ,    303.15 K ,    100.0 % ,    96.146 kPa
13233 ,    303.09 K ,    99.9 % ,    96.149 kPa
14239 ,    303.07 K ,    99.5 % ,    96.147 kPa
15245 ,    303.13 K ,    99.3 % ,    96.149 kPa
16251 ,    303.22 K ,    99.3 % ,    96.150 kPa
17258 ,    303.22 K ,    98.1 % ,    96.150 kPa
18265 ,    303.26 K ,    97.9 % ,    96.149 kPa
19271 ,    303.47 K ,    97.9 % ,    96.147 kPa
20277 ,    303.62 K ,    97.5 % ,    96.146 kPa
21283 ,    303.70 K ,    97.2 % ,    96.144 kPa
22290 ,    303.86 K ,    96.8 % ,    96.147 kPa
23297 ,    303.98 K ,    96.1 % ,    96.148 kPa
24303 ,    303.80 K ,    95.7 % ,    96.147 kPa
25309 ,    303.84 K ,    95.4 % ,    96.148 kPa
26315 ,    303.92 K ,    94.8 % ,    96.150 kPa
27322 ,    303.98 K ,    94.2 % ,    96.146 kPa
28328 ,    303.78 K ,    93.2 % ,    96.146 kPa
29335 ,    303.80 K ,    92.8 % ,    96.147 kPa
30342 ,    303.77 K ,    92.1 % ,    96.147 kPa
31347 ,    303.67 K ,    91.2 % ,    96.147 kPa
32354 ,    303.61 K ,    90.6 % ,    96.148 kPa
33360 ,    303.62 K ,    89.5 % ,    96.150 kPa
34367 ,    303.44 K ,    88.4 % ,    96.144 kPa
35374 ,    303.12 K ,    88.0 % ,    96.149 kPa
36379 ,    303.55 K ,    87.7 % ,    96.148 kPa
37386 ,    303.06 K ,    86.5 % ,    96.132 kPa
38392 ,    302.68 K ,    85.4 % ,    96.136 kPa
39399 ,    302.35 K ,    83.1 % ,    96.129 kPa
40406 ,    302.12 K ,    82.1 % ,    96.124 kPa
41411 ,    302.32 K ,    81.0 % ,    96.136 kPa
42418 ,    302.08 K ,    79.7 % ,    96.126 kPa
43424 ,    301.98 K ,    79.5 % ,    96.127 kPa
44431 ,    301.80 K ,    78.6 % ,    96.124 kPa
45437 ,    301.85 K ,    78.1 % ,    96.132 kPa
46443 ,    302.13 K ,    78.3 % ,    96.125 kPa
47450 ,    301.85 K ,    76.5 % ,    96.126 kPa
48456 ,    301.61 K ,    75.2 % ,    96.130 kPa
49463 ,    301.27 K ,    72.8 % ,    96.135 kPa
50469 ,    301.15 K ,    71.7 % ,    96.133 kPa
51475 ,    300.58 K ,    70.8 % ,    96.133 kPa
52482 ,    300.47 K ,    70.5 % ,    96.142 kPa
53488 ,    300.49 K ,    69.9 % ,    96.143 kPa
54495 ,    300.15 K ,    69.4 % ,    96.143 kPa
55501 ,    299.69 K ,    68.9 % ,    96.139 kPa
56508 ,    299.36 K ,    68.0 % ,    96.145 kPa
57513 ,    299.24 K ,    67.5 % ,    96.143 kPa
58520 ,    299.22 K ,    67.3 % ,    96.144 kPa
59527 ,    299.03 K ,    66.5 % ,    96.142 kPa
60533 ,    298.81 K ,    66.2 % ,    96.142 kPa
61540 ,    298.65 K ,    65.8 % ,    96.145 kPa
62545 ,    298.56 K ,    65.4 % ,    96.143 kPa
63552 ,    298.35 K ,    65.1 % ,    96.140 kPa
64559 ,    298.21 K ,    64.2 % ,    96.143 kPa
65565 ,    297.83 K ,    63.7 % ,    96.133 kPa
66572 ,    297.77 K ,    63.0 % ,    96.142 kPa
67577 ,    297.83 K ,    62.5 % ,    96.143 kPa
68584 ,    297.72 K ,    62.1 % ,    96.142 kPa
69591 ,    297.57 K ,    61.6 % ,    96.137 kPa
70597 ,    297.32 K ,    61.2 % ,    96.134 kPa
71604 ,    297.04 K ,    60.8 % ,    96.128 kPa
72609 ,    296.48 K ,    59.9 % ,    96.137 kPa
73616 ,    296.40 K ,    59.9 % ,    96.138 kPa
74622 ,    296.19 K ,    59.4 % ,    96.137 kPa
75629 ,    296.13 K ,    59.2 % ,    96.138 kPa
76636 ,    295.96 K ,    58.7 % ,    96.136 kPa
77641 ,    295.91 K ,    58.5 % ,    96.132 kPa
78648 ,    295.69 K ,    58.0 % ,    96.139 kPa
79654 ,    295.44 K ,    57.9 % ,    96.138 kPa
80661 ,    295.23 K ,    57.6 % ,    96.132 kPa
81668 ,    295.13 K ,    57.3 % ,    96.137 kPa
82673 ,    294.91 K ,    57.1 % ,    96.135 kPa
83680 ,    294.86 K ,    57.1 % ,    96.135 kPa
84686 ,    294.64 K ,    56.9 % ,    96.132 kPa
85693 ,    294.51 K ,    56.8 % ,    96.136 kPa
86700 ,    294.32 K ,    56.5 % ,    96.142 kPa
87705 ,    294.09 K ,    56.4 % ,    96.140 kPa
88712 ,    293.97 K ,    56.3 % ,    96.139 kPa
89718 ,    293.82 K ,    56.2 % ,    96.138 kPa
90725 ,    293.81 K ,    56.2 % ,    96.139 kPa
91731 ,    293.63 K ,    56.0 % ,    96.142 kPa
92738 ,    293.44 K ,    56.2 % ,    96.136 kPa
93744 ,    293.40 K ,    56.1 % ,    96.135 kPa
94750 ,    293.31 K ,    56.0 % ,    96.138 kPa
95757 ,    293.20 K ,    55.9 % ,    96.138 kPa
96763 ,    293.06 K ,    55.9 % ,    96.137 kPa
97770 ,    292.94 K ,    55.9 % ,    96.133 kPa
98776 ,    292.85 K ,    55.9 % ,    96.134 kPa
99782 ,    292.81 K ,    55.8 % ,    96.139 kPa
100789 ,    292.76 K ,    55.8 % ,    96.138 kPa
101795 ,    292.74 K ,    55.8 % ,    96.138 kPa
102802 ,    292.68 K ,    55.6 % ,    96.136 kPa
103809 ,    292.60 K ,    55.7 % ,    96.139 kPa
104814 ,    292.63 K ,    55.6 % ,    96.139 kPa
105821 ,    292.53 K ,    55.4 % ,    96.140 kPa
106827 ,    292.46 K ,    55.3 % ,    96.139 kPa
107834 ,    292.40 K ,    55.4 % ,    96.136 kPa
108840 ,    292.43 K ,    55.3 % ,    96.137 kPa
109847 ,    292.37 K ,    55.3 % ,    96.135 kPa
110853 ,    292.48 K ,    55.3 % ,    96.135 kPa
111859 ,    292.46 K ,    55.1 % ,    96.137 kPa
112866 ,    292.36 K ,    55.0 % ,    96.136 kPa
113872 ,    292.26 K ,    55.0 % ,    96.135 kPa
114879 ,    292.24 K ,    55.1 % ,    96.134 kPa
115886 ,    292.22 K ,    55.0 % ,    96.134 kPa
116892 ,    292.24 K ,    54.9 % ,    96.137 kPa
117898 ,    292.12 K ,    54.8 % ,    96.137 kPa
118904 ,    292.08 K ,    54.8 % ,    96.138 kPa
119911 ,    292.13 K ,    54.8 % ,    96.133 kPa
120918 ,    292.13 K ,    54.8 % ,    96.134 kPa
121924 ,    292.00 K ,    54.7 % ,    96.136 kPa
122931 ,    291.88 K ,    54.6 % ,    96.138 kPa
123937 ,    291.83 K ,    54.7 % ,    96.136 kPa
124943 ,    291.76 K ,    54.7 % ,    96.136 kPa
125949 ,    291.69 K ,    54.6 % ,    96.138 kPa
126956 ,    291.60 K ,    54.6 % ,    96.141 kPa
127963 ,    291.44 K ,    54.7 % ,    96.141 kPa
128969 ,    291.42 K ,    54.8 % ,    96.136 kPa
129976 ,    291.36 K ,    54.7 % ,    96.139 kPa
130982 ,    291.32 K ,    54.9 % ,    96.137 kPa
131988 ,    291.22 K ,    54.8 % ,    96.136 kPa
132995 ,    291.12 K ,    54.9 % ,    96.139 kPa
134001 ,    291.10 K ,    55.0 % ,    96.135 kPa
135008 ,    291.10 K ,    55.0 % ,    96.137 kPa
136014 ,    290.97 K ,    55.0 % ,    96.136 kPa
137021 ,    290.85 K ,    55.1 % ,    96.135 kPa
138027 ,    290.83 K ,    55.2 % ,    96.133 kPa
139033 ,    290.86 K ,    55.3 % ,    96.137 kPa
140040 ,    290.76 K ,    55.4 % ,    96.137 kPa
141046 ,    290.65 K ,    55.3 % ,    96.139 kPa
142053 ,    290.57 K ,    55.5 % ,    96.138 kPa
143059 ,    290.49 K ,    55.5 % ,    96.136 kPa
144066 ,    290.42 K ,    55.6 % ,    96.137 kPa
145072 ,    290.32 K ,    55.6 % ,    96.139 kPa
146078 ,    290.00 K ,    55.6 % ,    96.141 kPa
147085 ,    289.87 K ,    55.8 % ,    96.142 kPa
148091 ,    289.76 K ,    55.9 % ,    96.146 kPa
149098 ,    289.72 K ,    56.1 % ,    96.144 kPa
150105 ,    289.63 K ,    56.3 % ,    96.142 kPa
151111 ,    289.55 K ,    56.5 % ,    96.143 kPa
152117 ,    289.48 K ,    56.6 % ,    96.143 kPa
153123 ,    289.40 K ,    56.8 % ,    96.143 kPa
154130 ,    289.37 K ,    57.0 % ,    96.144 kPa
155137 ,    289.32 K ,    57.1 % ,    96.143 kPa
156143 ,    289.22 K ,    57.3 % ,    96.140 kPa
157150 ,    289.19 K ,    57.4 % ,    96.142 kPa
158155 ,    289.15 K ,    57.7 % ,    96.138 kPa
159162 ,    289.13 K ,    57.7 % ,    96.140 kPa
160168 ,    289.08 K ,    57.8 % ,    96.138 kPa
161175 ,    289.06 K ,    57.9 % ,    96.139 kPa
162182 ,    289.01 K ,    58.1 % ,    96.137 kPa
163188 ,    288.93 K ,    58.2 % ,    96.139 kPa
164195 ,    288.79 K ,    58.3 % ,    96.141 kPa
165200 ,    288.73 K ,    58.5 % ,    96.140 kPa
166207 ,    288.68 K ,    58.7 % ,    96.140 kPa
167214 ,    288.63 K ,    59.0 % ,    96.142 kPa
168220 ,    288.66 K ,    59.2 % ,    96.138 kPa
169227 ,    288.69 K ,    59.3 % ,    96.143 kPa
170233 ,    288.70 K ,    59.4 % ,    96.138 kPa
171240 ,    288.72 K ,    59.5 % ,    96.139 kPa
172246 ,    288.75 K ,    59.5 % ,    96.140 kPa
173252 ,    288.74 K ,    59.6 % ,    96.143 kPa
174259 ,    288.72 K ,    59.7 % ,    96.139 kPa
175265 ,    288.76 K ,    59.7 % ,    96.138 kPa
176272 ,    288.75 K ,    59.7 % ,    96.140 kPa
177278 ,    288.76 K ,    59.8 % ,    96.140 kPa
178284 ,    288.79 K ,    59.8 % ,    96.139 kPa
179291 ,    288.72 K ,    59.7 % ,    96.137 kPa
180297 ,    288.62 K ,    59.8 % ,    96.137 kPa
181304 ,    288.51 K ,    59.9 % ,    96.138 kPa
182310 ,    288.47 K ,    60.1 % ,    96.136 kPa
183317 ,    288.47 K ,    60.2 % ,    96.139 kPa
184324 ,    288.45 K ,    60.3 % ,    96.136 kPa
185329 ,    288.49 K ,    60.3 % ,    96.141 kPa
186336 ,    288.41 K ,    60.3 % ,    96.136 kPa
187342 ,    288.39 K ,    60.5 % ,    96.138 kPa
188349 ,    288.35 K ,    60.5 % ,    96.139 kPa
189356 ,    288.35 K ,    60.6 % ,    96.141 kPa
190362 ,    288.36 K ,    60.8 % ,    96.139 kPa
191369 ,    288.37 K ,    60.9 % ,    96.139 kPa
192374 ,    288.39 K ,    61.0 % ,    96.135 kPa
193381 ,    288.37 K ,    61.0 % ,    96.137 kPa
194387 ,    288.40 K ,    61.0 % ,    96.138 kPa
195394 ,    288.37 K ,    61.1 % ,    96.140 kPa
196401 ,    288.28 K ,    61.1 % ,    96.139 kPa
197407 ,    288.19 K ,    61.2 % ,    96.139 kPa
198413 ,    288.12 K ,    61.3 % ,    96.138 kPa
199419 ,    288.10 K ,    61.4 % ,    96.141 kPa
200426 ,    288.03 K ,    61.5 % ,    96.140 kPa
201433 ,    288.01 K ,    61.6 % ,    96.140 kPa
202439 ,    288.00 K ,    61.7 % ,    96.139 kPa
203446 ,    287.91 K ,    61.8 % ,    96.137 kPa
204452 ,    287.83 K ,    61.9 % ,    96.138 kPa
205458 ,    287.77 K ,    62.1 % ,    96.137 kPa
206465 ,    287.75 K ,    62.3 % ,    96.138 kPa
207471 ,    287.74 K ,    62.5 % ,    96.136 kPa
208478 ,    287.74 K ,    62.7 % ,    96.138 kPa
209484 ,    287.76 K ,    62.8 % ,    96.134 kPa
210491 ,    287.80 K ,    62.9 % ,    96.143 kPa
211497 ,    287.83 K ,    63.0 % ,    96.139 kPa
212503 ,    287.85 K ,    63.1 % ,    96.136 kPa
213510 ,    287.83 K ,    63.0 % ,    96.139 kPa
214516 ,    287.77 K ,    63.1 % ,    96.137 kPa
215523 ,    287.71 K ,    63.2 % ,    96.139 kPa
216529 ,    287.74 K ,    63.3 % ,    96.136 kPa
217536 ,    287.81 K ,    63.4 % ,    96.138 kPa
218543 ,    287.79 K ,    63.4 % ,    96.138 kPa
219548 ,    287.83 K ,    63.5 % ,    96.135 kPa
220555 ,    287.86 K ,    63.5 % ,    96.136 kPa
221561 ,    287.89 K ,    63.6 % ,    96.135 kPa
222568 ,    287.94 K ,    63.5 % ,    96.136 kPa
223575 ,    288.02 K ,    63.5 % ,    96.137 kPa
224581 ,    287.86 K ,    63.4 % ,    96.136 kPa
225588 ,    287.80 K ,    63.5 % ,    96.137 kPa
226593 ,    287.74 K ,    63.5 % ,    96.135 kPa
227600 ,    287.72 K ,    63.6 % ,    96.136 kPa
228606 ,    287.70 K ,    63.6 % ,    96.141 kPa
229613 ,    287.68 K ,    63.8 % ,    96.138 kPa
230620 ,    287.70 K ,    63.9 % ,    96.137 kPa
231626 ,    287.73 K ,    64.0 % ,    96.139 kPa
232632 ,    287.80 K ,    63.9 % ,    96.137 kPa
233638 ,    287.75 K ,    63.9 % ,    96.138 kPa
234645 ,    287.69 K ,    63.9 % ,    96.137 kPa
235652 ,    287.71 K ,    64.0 % ,    96.134 kPa
236658 ,    287.72 K ,    64.1 % ,    96.137 kPa
237665 ,    287.69 K ,    64.1 % ,    96.138 kPa
238671 ,    287.70 K ,    64.2 % ,    96.137 kPa
239677 ,    287.70 K ,    64.2 % ,    96.134 kPa
240684 ,    287.71 K ,    64.2 % ,    96.137 kPa
241690 ,    287.79 K ,    64.3 % ,    96.131 kPa
242697 ,    287.77 K ,    64.2 % ,    96.137 kPa
243703 ,    287.78 K ,    64.2 % ,    96.140 kPa
244710 ,    287.79 K ,    64.1 % ,    96.138 kPa
245716 ,    287.74 K ,    64.1 % ,    96.134 kPa
246722 ,    287.76 K ,    64.2 % ,    96.136 kPa
247729 ,    287.79 K ,    64.2 % ,    96.135 kPa
248735 ,    287.78 K ,    64.1 % ,    96.134 kPa
249742 ,    287.78 K ,    64.2 % ,    96.135 kPa
250748 ,    287.79 K ,    64.1 % ,    96.134 kPa
251755 ,    287.80 K ,    64.2 % ,    96.139 kPa
252762 ,    287.81 K ,    64.1 % ,    96.138 kPa
253768 ,    287.80 K ,    64.1 % ,    96.138 kPa
254774 ,    287.82 K ,    64.1 % ,    96.139 kPa
255780 ,    287.81 K ,    64.1 % ,    96.138 kPa
256787 ,    287.78 K ,    64.1 % ,    96.135 kPa
257794 ,    287.88 K ,    64.1 % ,    96.137 kPa
258800 ,    287.89 K ,    64.0 % ,    96.136 kPa
259807 ,    287.88 K ,    64.0 % ,    96.136 kPa
260813 ,    287.88 K ,    63.9 % ,    96.134 kPa
261819 ,    287.86 K ,    63.9 % ,    96.137 kPa
262825 ,    287.86 K ,    63.9 % ,    96.137 kPa
263832 ,    287.84 K ,    63.9 % ,    96.135 kPa
264839 ,    287.83 K ,    63.9 % ,    96.135 kPa
265845 ,    287.82 K ,    63.9 % ,    96.135 kPa
266852 ,    287.78 K ,    63.8 % ,    96.135 kPa
267857 ,    287.72 K ,    63.9 % ,    96.136 kPa
268864 ,    287.71 K ,    63.9 % ,    96.140 kPa
269871 ,    287.75 K ,    64.0 % ,    96.140 kPa
270877 ,    287.75 K ,    64.0 % ,    96.138 kPa
271884 ,    287.76 K ,    64.0 % ,    96.138 kPa
272890 ,    287.74 K ,    64.0 % ,    96.138 kPa
273897 ,    287.70 K ,    63.9 % ,    96.136 kPa
274903 ,    287.60 K ,    63.9 % ,    96.135 kPa
275909 ,    287.58 K ,    64.0 % ,    96.141 kPa
276916 ,    287.58 K ,    64.0 % ,    96.143 kPa
277922 ,    287.56 K ,    64.0 % ,    96.142 kPa
278929 ,    287.55 K ,    64.1 % ,    96.144 kPa
279936 ,    287.53 K ,    64.2 % ,    96.139 kPa
280942 ,    287.52 K ,    64.2 % ,    96.141 kPa
281948 ,    287.46 K ,    64.2 % ,    96.142 kPa
282954 ,    287.43 K ,    64.3 % ,    96.139 kPa
283961 ,    287.41 K ,    64.3 % ,    96.141 kPa
284967 ,    287.38 K ,    64.4 % ,    96.139 kPa
285974 ,    287.41 K ,    64.5 % ,    96.139 kPa
286981 ,    287.41 K ,    64.6 % ,    96.142 kPa
287987 ,    287.37 K ,    64.6 % ,    96.141 kPa
288993 ,    287.37 K ,    64.6 % ,    96.141 kPa
289999 ,    287.34 K ,    64.7 % ,    96.143 kPa
291006 ,    287.32 K ,    64.7 % ,    96.139 kPa
292013 ,    287.29 K ,    64.8 % ,    96.141 kPa
293019 ,    287.26 K ,    64.8 % ,    96.137 kPa
294026 ,    287.22 K ,    64.9 % ,    96.138 kPa
295032 ,    287.21 K ,    65.0 % ,    96.136 kPa
296038 ,    287.19 K ,    65.0 % ,    96.139 kPa
297044 ,    287.21 K ,    65.3 % ,    96.140 kPa
298051 ,    287.25 K ,    65.3 % ,    96.142 kPa
299058 ,    287.24 K ,    65.3 % ,    96.140 kPa
300064 ,    287.27 K ,    65.3 % ,    96.140 kPa
301071 ,    287.24 K ,    65.3 % ,    96.137 kPa
302077 ,    287.27 K ,    65.4 % ,    96.139 kPa
303083 ,    287.32 K ,    65.5 % ,    96.139 kPa
304090 ,    287.33 K ,    65.4 % ,    96.139 kPa
305096 ,    287.30 K ,    65.4 % ,    96.137 kPa
306103 ,    287.30 K ,    65.5 % ,    96.139 kPa
307109 ,    287.32 K ,    65.6 % ,    96.139 kPa
308116 ,    287.35 K ,    65.6 % ,    96.141 kPa
309123 ,    287.35 K ,    65.6 % ,    96.143 kPa
310128 ,    287.28 K ,    65.5 % ,    96.142 kPa
311135 ,    287.15 K ,    65.5 % ,    96.142 kPa
312141 ,    287.07 K ,    65.5 % ,    96.140 kPa
313148 ,    286.96 K ,    65.6 % ,    96.139 kPa
314155 ,    286.88 K ,    65.8 % ,    96.140 kPa
315161 ,    286.81 K ,    65.9 % ,    96.140 kPa
316168 ,    286.79 K ,    66.1 % ,    96.138 kPa
317173 ,    286.87 K ,    66.4 % ,    96.138 kPa
318180 ,    286.90 K ,    66.4 % ,    96.139 kPa
319186 ,    286.92 K ,    66.5 % ,    96.136 kPa
320193 ,    286.99 K ,    66.6 % ,    96.141 kPa
321200 ,    287.09 K ,    66.7 % ,    96.138 kPa
322206 ,    287.24 K ,    66.8 % ,    96.135 kPa
323213 ,    287.42 K ,    66.8 % ,    96.136 kPa
324218 ,    287.56 K ,    66.7 % ,    96.132 kPa
325225 ,    287.71 K ,    66.5 % ,    96.135 kPa
326232 ,    287.75 K ,    66.2 % ,    96.136 kPa
327238 ,    287.72 K ,    66.0 % ,    96.135 kPa
328245 ,    287.71 K ,    66.0 % ,    96.133 kPa
329251 ,    287.83 K ,    65.9 % ,    96.135 kPa
330258 ,    287.86 K ,    65.8 % ,    96.133 kPa
331264 ,    287.89 K ,    65.6 % ,    96.133 kPa
332270 ,    287.92 K ,    65.4 % ,    96.133 kPa
333277 ,    287.96 K ,    65.2 % ,    96.135 kPa
334283 ,    287.90 K ,    65.2 % ,    96.136 kPa
335290 ,    287.88 K ,    65.1 % ,    96.137 kPa
336296 ,    287.87 K ,    65.0 % ,    96.136 kPa
337303 ,    287.86 K ,    65.0 % ,    96.136 kPa
338309 ,    287.91 K ,    64.9 % ,    96.136 kPa
339315 ,    287.87 K ,    64.8 % ,    96.136 kPa
340322 ,    287.86 K ,    64.8 % ,    96.135 kPa
341328 ,    287.86 K ,    64.7 % ,    96.136 kPa
342335 ,    287.84 K ,    64.7 % ,    96.136 kPa
343342 ,    287.87 K ,    64.7 % ,    96.136 kPa
344348 ,    287.88 K ,    64.6 % ,    96.136 kPa
345354 ,    287.83 K ,    64.5 % ,    96.135 kPa
346360 ,    287.79 K ,    64.5 % ,    96.138 kPa
347367 ,    287.73 K ,    64.4 % ,    96.138 kPa
348374 ,    287.65 K ,    64.4 % ,    96.136 kPa
349380 ,    287.62 K ,    64.5 % ,    96.139 kPa
350387 ,    287.59 K ,    64.5 % ,    96.139 kPa
351393 ,    287.59 K ,    64.5 % ,    96.137 kPa
352399 ,    287.53 K ,    64.5 % ,    96.142 kPa
353405 ,    287.48 K ,    64.6 % ,    96.142 kPa
354412 ,    287.39 K ,    64.6 % ,    96.141 kPa
355419 ,    287.38 K ,    64.7 % ,    96.141 kPa
356425 ,    287.35 K ,    64.8 % ,    96.142 kPa
357432 ,    287.36 K ,    64.9 % ,    96.141 kPa
358438 ,    287.38 K ,    64.9 % ,    96.144 kPa
359444 ,    287.39 K ,    65.1 % ,    96.141 kPa
360451 ,    287.53 K ,    65.2 % ,    96.139 kPa
361457 ,    287.61 K ,    65.2 % ,    96.136 kPa
362464 ,    287.68 K ,    65.1 % ,    96.138 kPa
363470 ,    287.72 K ,    65.0 % ,    96.137 kPa
364477 ,    287.74 K ,    64.9 % ,    96.138 kPa
365484 ,    287.77 K ,    64.9 % ,    96.137 kPa
366489 ,    287.80 K ,    64.8 % ,    96.136 kPa
