Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
BME280 Test Alta Velocità
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
BME280 Test Alta Velocità
Sensore non trovato a 0x76! Provo 0x77...
ERRORE: Sensore non trovato. Controlla i cavi.
367496 ,    287.73 K ,    64.6 % ,    96.136 kPa
368502 ,    287.67 K ,    64.7 % ,    96.138 kPa
369509 ,    287.64 K ,    64.7 % ,    96.136 kPa
370515 ,    287.66 K ,    64.7 % ,    96.138 kPa
371522 ,    287.57 K ,    64.7 % ,    96.141 kPa
372529 ,    287.58 K ,    64.7 % ,    96.141 kPa
373534 ,    287.59 K ,    64.8 % ,    96.142 kPa
374541 ,    287.58 K ,    64.8 % ,    96.139 kPa
375547 ,    287.56 K ,    64.8 % ,    96.142 kPa
376554 ,    287.57 K ,    65.0 % ,    96.140 kPa
377561 ,    287.63 K ,    64.9 % ,    96.138 kPa
378567 ,    287.66 K ,    64.9 % ,    96.137 kPa
379574 ,    287.50 K ,    64.6 % ,    96.142 kPa
380579 ,    287.45 K ,    64.7 % ,    96.140 kPa
381586 ,    287.48 K ,    64.9 % ,    96.141 kPa
382593 ,    287.56 K ,    65.0 % ,    96.140 kPa
383599 ,    287.62 K ,    65.0 % ,    96.139 kPa
384606 ,    287.62 K ,    64.9 % ,    96.140 kPa
385612 ,    287.60 K ,    64.9 % ,    96.139 kPa
386619 ,    287.62 K ,    64.9 % ,    96.138 kPa
387624 ,    287.58 K ,    64.8 % ,    96.137 kPa
388631 ,    287.58 K ,    64.8 % ,    96.142 kPa
389638 ,    287.59 K ,    64.8 % ,    96.136 kPa
390644 ,    287.59 K ,    64.8 % ,    96.139 kPa
391651 ,    287.50 K ,    64.7 % ,    96.142 kPa
392657 ,    287.48 K ,    64.7 % ,    96.140 kPa
393664 ,    287.53 K ,    64.9 % ,    96.139 kPa
394670 ,    287.65 K ,    64.9 % ,    96.136 kPa
395676 ,    287.66 K ,    64.8 % ,    96.136 kPa
396683 ,    287.66 K ,    64.8 % ,    96.136 kPa
397689 ,    287.68 K ,    64.8 % ,    96.137 kPa
398696 ,    287.74 K ,    64.7 % ,    96.134 kPa
399703 ,    287.78 K ,    64.6 % ,    96.136 kPa
400709 ,    287.82 K ,    64.5 % ,    96.134 kPa
401715 ,    287.82 K ,    64.5 % ,    96.132 kPa
402721 ,    287.85 K ,    64.4 % ,    96.135 kPa
403728 ,    287.94 K ,    64.5 % ,    96.136 kPa
404734 ,    287.82 K ,    64.2 % ,    96.138 kPa
405741 ,    287.79 K ,    64.2 % ,    96.140 kPa
406748 ,    287.78 K ,    64.2 % ,    96.140 kPa
407754 ,    287.75 K ,    64.2 % ,    96.138 kPa
408760 ,    287.73 K ,    64.2 % ,    96.137 kPa
409766 ,    287.76 K ,    64.2 % ,    96.138 kPa
410773 ,    287.79 K ,    64.3 % ,    96.138 kPa
411780 ,    287.81 K ,    64.3 % ,    96.138 kPa
412786 ,    287.83 K ,    64.2 % ,    96.139 kPa
413793 ,    287.79 K ,    64.1 % ,    96.139 kPa
414799 ,    287.79 K ,    64.2 % ,    96.137 kPa
415805 ,    287.82 K ,    64.2 % ,    96.137 kPa
416812 ,    287.78 K ,    64.1 % ,    96.136 kPa
417818 ,    287.76 K ,    64.1 % ,    96.139 kPa
418825 ,    287.75 K ,    64.2 % ,    96.137 kPa
419831 ,    287.73 K ,    64.1 % ,    96.137 kPa
420838 ,    287.68 K ,    64.3 % ,    96.138 kPa
421844 ,    287.72 K ,    64.2 % ,    96.138 kPa
422850 ,    287.71 K ,    64.2 % ,    96.138 kPa
423857 ,    287.68 K ,    64.2 % ,    96.139 kPa
424863 ,    287.62 K ,    64.3 % ,    96.140 kPa
425870 ,    287.62 K ,    64.9 % ,    96.138 kPa
426876 ,    287.74 K ,    64.4 % ,    96.139 kPa
427883 ,    287.72 K ,    64.3 % ,    96.139 kPa
428890 ,    287.66 K ,    64.3 % ,    96.137 kPa
429895 ,    287.60 K ,    64.3 % ,    96.138 kPa
430902 ,    287.59 K ,    64.4 % ,    96.143 kPa
431908 ,    287.52 K ,    64.4 % ,    96.141 kPa
432915 ,    287.54 K ,    64.5 % ,    96.141 kPa
433922 ,    287.51 K ,    64.5 % ,    96.140 kPa
434928 ,    287.51 K ,    64.5 % ,    96.141 kPa
435935 ,    287.51 K ,    64.6 % ,    96.141 kPa
436941 ,    287.53 K ,    64.1 % ,    96.138 kPa
437947 ,    287.53 K ,    64.6 % ,    96.139 kPa
438953 ,    287.51 K ,    64.6 % ,    96.141 kPa
439960 ,    287.52 K ,    64.6 % ,    96.139 kPa
440967 ,    287.56 K ,    64.7 % ,    96.138 kPa
441973 ,    287.60 K ,    64.6 % ,    96.138 kPa
442980 ,    287.58 K ,    64.6 % ,    96.141 kPa
443986 ,    287.54 K ,    64.5 % ,    96.142 kPa
444992 ,    287.47 K ,    64.5 % ,    96.138 kPa
445999 ,    287.51 K ,    64.6 % ,    96.138 kPa
447005 ,    287.54 K ,    64.6 % ,    96.138 kPa
448012 ,    287.48 K ,    64.8 % ,    96.143 kPa
449018 ,    287.42 K ,    64.7 % ,    96.142 kPa
450025 ,    287.41 K ,    64.7 % ,    96.141 kPa
451032 ,    287.43 K ,    64.8 % ,    96.139 kPa
452037 ,    287.40 K ,    64.7 % ,    96.142 kPa
453044 ,    287.39 K ,    64.7 % ,    96.139 kPa
454050 ,    287.38 K ,    64.8 % ,    96.142 kPa
455057 ,    287.41 K ,    64.8 % ,    96.140 kPa
456064 ,    287.43 K ,    64.9 % ,    96.141 kPa
457070 ,    287.45 K ,    64.9 % ,    96.140 kPa
458077 ,    287.45 K ,    64.8 % ,    96.143 kPa
459082 ,    287.46 K ,    64.8 % ,    96.143 kPa
460089 ,    287.44 K ,    64.8 % ,    96.142 kPa
461095 ,    287.40 K ,    64.8 % ,    96.139 kPa
462102 ,    287.39 K ,    64.8 % ,    96.140 kPa
463109 ,    287.39 K ,    64.9 % ,    96.143 kPa
464115 ,    287.40 K ,    64.9 % ,    96.141 kPa
465122 ,    287.40 K ,    64.9 % ,    96.142 kPa
466127 ,    287.44 K ,    64.9 % ,    96.144 kPa
467134 ,    287.45 K ,    64.9 % ,    96.141 kPa
468141 ,    287.45 K ,    65.0 % ,    96.141 kPa
469147 ,    287.58 K ,    65.0 % ,    96.139 kPa
470154 ,    287.62 K ,    64.8 % ,    96.143 kPa
471160 ,    287.55 K ,    64.7 % ,    96.139 kPa
472167 ,    287.57 K ,    64.7 % ,    96.140 kPa
473172 ,    287.56 K ,    64.7 % ,    96.141 kPa
474179 ,    287.56 K ,    64.6 % ,    96.140 kPa
475186 ,    287.63 K ,    64.7 % ,    96.138 kPa
476192 ,    287.74 K ,    64.6 % ,    96.137 kPa
477199 ,    287.71 K ,    64.4 % ,    96.139 kPa
478205 ,    287.73 K ,    64.4 % ,    96.137 kPa
479212 ,    287.72 K ,    64.4 % ,    96.138 kPa
480218 ,    287.67 K ,    64.2 % ,    96.141 kPa
481224 ,    287.72 K ,    64.3 % ,    96.137 kPa
482231 ,    287.75 K ,    64.3 % ,    96.138 kPa
483237 ,    287.77 K ,    64.2 % ,    96.136 kPa
484244 ,    287.75 K ,    64.2 % ,    96.138 kPa
485251 ,    287.76 K ,    64.1 % ,    96.142 kPa
486257 ,    287.75 K ,    64.1 % ,    96.139 kPa
487263 ,    287.78 K ,    64.0 % ,    96.136 kPa
488269 ,    287.78 K ,    64.0 % ,    96.139 kPa
489276 ,    287.81 K ,    63.9 % ,    96.137 kPa
490283 ,    287.73 K ,    63.9 % ,    96.136 kPa
491289 ,    287.75 K ,    63.9 % ,    96.139 kPa
492296 ,    287.87 K ,    64.0 % ,    96.136 kPa
493302 ,    287.93 K ,    63.8 % ,    96.137 kPa
494308 ,    287.89 K ,    63.8 % ,    96.139 kPa
495314 ,    287.88 K ,    63.7 % ,    96.138 kPa
496321 ,    287.88 K ,    63.6 % ,    96.138 kPa
497328 ,    287.89 K ,    63.7 % ,    96.139 kPa
498334 ,    288.00 K ,    63.6 % ,    96.139 kPa
499341 ,    288.03 K ,    63.6 % ,    96.138 kPa
500347 ,    288.15 K ,    63.5 % ,    96.136 kPa
501353 ,    288.12 K ,    63.3 % ,    96.136 kPa
502360 ,    288.08 K ,    63.2 % ,    96.138 kPa
503366 ,    288.02 K ,    63.1 % ,    96.142 kPa
504373 ,    287.97 K ,    63.0 % ,    96.138 kPa
505379 ,    287.90 K ,    63.0 % ,    96.139 kPa
506386 ,    287.86 K ,    63.0 % ,    96.139 kPa
507392 ,    287.85 K ,    63.1 % ,    96.140 kPa
508398 ,    287.83 K ,    63.1 % ,    96.140 kPa
509405 ,    287.89 K ,    63.2 % ,    96.137 kPa
510411 ,    287.85 K ,    63.2 % ,    96.140 kPa
511418 ,    287.87 K ,    63.2 % ,    96.138 kPa
512424 ,    287.88 K ,    63.2 % ,    96.138 kPa
513431 ,    287.87 K ,    63.3 % ,    96.140 kPa
514437 ,    287.95 K ,    63.3 % ,    96.138 kPa
515443 ,    288.00 K ,    63.3 % ,    96.143 kPa
516450 ,    288.04 K ,    63.2 % ,    96.138 kPa
517456 ,    288.05 K ,    63.2 % ,    96.136 kPa
518463 ,    287.96 K ,    62.9 % ,    96.141 kPa
519470 ,    287.81 K ,    63.0 % ,    96.136 kPa
520476 ,    287.75 K ,    63.1 % ,    96.140 kPa
521482 ,    287.73 K ,    63.1 % ,    96.140 kPa
522488 ,    287.69 K ,    63.2 % ,    96.138 kPa
523495 ,    287.67 K ,    63.3 % ,    96.140 kPa
524502 ,    287.62 K ,    63.3 % ,    96.139 kPa
525508 ,    287.59 K ,    63.4 % ,    96.141 kPa
526515 ,    287.59 K ,    63.5 % ,    96.139 kPa
527521 ,    287.62 K ,    63.5 % ,    96.145 kPa
528527 ,    287.61 K ,    63.6 % ,    96.145 kPa
529533 ,    287.60 K ,    63.6 % ,    96.144 kPa
530540 ,    287.60 K ,    63.6 % ,    96.139 kPa
531547 ,    287.61 K ,    63.6 % ,    96.142 kPa
532553 ,    287.65 K ,    63.6 % ,    96.141 kPa
533560 ,    287.64 K ,    63.7 % ,    96.139 kPa
534566 ,    287.68 K ,    63.7 % ,    96.141 kPa
535572 ,    287.71 K ,    63.7 % ,    96.139 kPa
536579 ,    287.79 K ,    63.6 % ,    96.140 kPa
537585 ,    287.79 K ,    63.6 % ,    96.136 kPa
538592 ,    287.79 K ,    63.5 % ,    96.141 kPa
539598 ,    287.73 K ,    63.5 % ,    96.139 kPa
540605 ,    287.78 K ,    63.5 % ,    96.140 kPa
541612 ,    287.75 K ,    63.5 % ,    96.141 kPa
542617 ,    287.70 K ,    63.4 % ,    96.138 kPa
543624 ,    287.69 K ,    63.4 % ,    96.141 kPa
544630 ,    287.71 K ,    63.4 % ,    96.141 kPa
545637 ,    287.73 K ,    63.4 % ,    96.136 kPa
546643 ,    287.73 K ,    63.4 % ,    96.138 kPa
547650 ,    287.70 K ,    63.4 % ,    96.138 kPa
548657 ,    287.71 K ,    63.4 % ,    96.138 kPa
549662 ,    287.71 K ,    63.4 % ,    96.139 kPa
550669 ,    287.71 K ,    63.4 % ,    96.139 kPa
551675 ,    287.75 K ,    63.4 % ,    96.138 kPa
552682 ,    287.78 K ,    63.4 % ,    96.137 kPa
553689 ,    287.89 K ,    63.4 % ,    96.140 kPa
554695 ,    287.86 K ,    63.3 % ,    96.139 kPa
555702 ,    287.84 K ,    63.2 % ,    96.141 kPa
556707 ,    287.81 K ,    63.2 % ,    96.140 kPa
557714 ,    287.80 K ,    63.2 % ,    96.139 kPa
558721 ,    287.84 K ,    63.2 % ,    96.138 kPa
559727 ,    287.83 K ,    63.2 % ,    96.138 kPa
560734 ,    287.83 K ,    63.2 % ,    96.137 kPa
561740 ,    287.84 K ,    63.2 % ,    96.139 kPa
562746 ,    287.85 K ,    63.2 % ,    96.140 kPa
563752 ,    287.87 K ,    63.3 % ,    96.139 kPa
564759 ,    287.90 K ,    63.2 % ,    96.138 kPa
565766 ,    287.89 K ,    63.1 % ,    96.139 kPa
566772 ,    287.87 K ,    63.1 % ,    96.140 kPa
567779 ,    287.78 K ,    62.9 % ,    96.142 kPa
568785 ,    287.82 K ,    63.1 % ,    96.139 kPa
569791 ,    287.89 K ,    63.0 % ,    96.142 kPa
570798 ,    287.89 K ,    63.0 % ,    96.139 kPa
571804 ,    287.90 K ,    63.0 % ,    96.139 kPa
572811 ,    287.92 K ,    63.0 % ,    96.137 kPa
573817 ,    287.94 K ,    63.0 % ,    96.137 kPa
574824 ,    287.87 K ,    62.9 % ,    96.136 kPa
575831 ,    287.85 K ,    62.9 % ,    96.140 kPa
576836 ,    287.83 K ,    62.9 % ,    96.139 kPa
577843 ,    287.80 K ,    62.9 % ,    96.136 kPa
578849 ,    287.77 K ,    62.9 % ,    96.138 kPa
579856 ,    287.78 K ,    62.9 % ,    96.140 kPa
580862 ,    287.76 K ,    62.9 % ,    96.139 kPa
581869 ,    287.73 K ,    62.9 % ,    96.141 kPa
582876 ,    287.69 K ,    62.9 % ,    96.139 kPa
583881 ,    287.66 K ,    63.0 % ,    96.142 kPa
584888 ,    287.64 K ,    63.0 % ,    96.141 kPa
585894 ,    287.65 K ,    63.1 % ,    96.140 kPa
586901 ,    287.64 K ,    63.1 % ,    96.140 kPa
587908 ,    287.62 K ,    63.1 % ,    96.138 kPa
588914 ,    287.60 K ,    63.2 % ,    96.141 kPa
589921 ,    287.59 K ,    63.2 % ,    96.141 kPa
590926 ,    287.57 K ,    63.2 % ,    96.147 kPa
591933 ,    287.56 K ,    63.2 % ,    96.144 kPa
592940 ,    287.53 K ,    63.2 % ,    96.145 kPa
593946 ,    287.47 K ,    63.3 % ,    96.146 kPa
594953 ,    287.45 K ,    63.3 % ,    96.146 kPa
595959 ,    287.42 K ,    63.4 % ,    96.147 kPa
596966 ,    287.44 K ,    63.5 % ,    96.146 kPa
597971 ,    287.44 K ,    63.6 % ,    96.144 kPa
598978 ,    287.47 K ,    63.6 % ,    96.144 kPa
599985 ,    287.49 K ,    63.6 % ,    96.144 kPa
600991 ,    287.47 K ,    63.6 % ,    96.146 kPa
601998 ,    287.39 K ,    63.6 % ,    96.144 kPa
603004 ,    287.37 K ,    63.7 % ,    96.143 kPa
604011 ,    287.37 K ,    63.7 % ,    96.142 kPa
605017 ,    287.36 K ,    63.8 % ,    96.144 kPa
606023 ,    287.37 K ,    63.8 % ,    96.145 kPa
607030 ,    287.33 K ,    63.9 % ,    96.144 kPa
608036 ,    287.32 K ,    63.9 % ,    96.142 kPa
609043 ,    287.36 K ,    64.0 % ,    96.144 kPa
610050 ,    287.35 K ,    64.0 % ,    96.145 kPa
611056 ,    287.36 K ,    64.0 % ,    96.144 kPa
612062 ,    287.40 K ,    64.1 % ,    96.143 kPa
613068 ,    287.40 K ,    64.0 % ,    96.140 kPa
614075 ,    287.38 K ,    64.0 % ,    96.141 kPa
615081 ,    287.38 K ,    64.1 % ,    96.144 kPa
616088 ,    287.41 K ,    64.1 % ,    96.143 kPa
617095 ,    287.39 K ,    64.1 % ,    96.146 kPa
618101 ,    287.46 K ,    64.1 % ,    96.145 kPa
619107 ,    287.46 K ,    64.1 % ,    96.141 kPa
620113 ,    287.47 K ,    64.1 % ,    96.144 kPa
621120 ,    287.52 K ,    64.1 % ,    96.142 kPa
622127 ,    287.53 K ,    64.1 % ,    96.142 kPa
623133 ,    287.48 K ,    63.5 % ,    96.143 kPa
624140 ,    287.50 K ,    64.1 % ,    96.142 kPa
625146 ,    287.49 K ,    64.0 % ,    96.144 kPa
626152 ,    287.50 K ,    64.0 % ,    96.142 kPa
627159 ,    287.49 K ,    64.0 % ,    96.146 kPa
628165 ,    287.45 K ,    64.0 % ,    96.144 kPa
629172 ,    287.46 K ,    63.9 % ,    96.143 kPa
630178 ,    287.49 K ,    64.0 % ,    96.141 kPa
631185 ,    287.57 K ,    64.0 % ,    96.147 kPa
632192 ,    287.62 K ,    64.0 % ,    96.142 kPa
633197 ,    287.64 K ,    64.0 % ,    96.143 kPa
634204 ,    287.81 K ,    63.9 % ,    96.140 kPa
635210 ,    287.89 K ,    63.8 % ,    96.141 kPa
636217 ,    287.92 K ,    63.6 % ,    96.140 kPa
637223 ,    287.90 K ,    63.5 % ,    96.143 kPa
638230 ,    287.83 K ,    63.3 % ,    96.143 kPa
639237 ,    287.74 K ,    63.2 % ,    96.142 kPa
640242 ,    287.78 K ,    63.2 % ,    96.141 kPa
641249 ,    287.77 K ,    63.2 % ,    96.139 kPa
642255 ,    287.79 K ,    63.2 % ,    96.140 kPa
643262 ,    287.78 K ,    63.1 % ,    96.141 kPa
644269 ,    287.79 K ,    63.2 % ,    96.143 kPa
645275 ,    287.90 K ,    63.1 % ,    96.141 kPa
646282 ,    287.92 K ,    63.1 % ,    96.144 kPa
647287 ,    287.94 K ,    63.0 % ,    96.141 kPa
648294 ,    287.98 K ,    63.0 % ,    96.140 kPa
649300 ,    287.96 K ,    62.8 % ,    96.143 kPa
650307 ,    287.92 K ,    62.8 % ,    96.144 kPa
651314 ,    287.93 K ,    62.8 % ,    96.139 kPa
652320 ,    287.93 K ,    62.7 % ,    96.140 kPa
653327 ,    287.95 K ,    62.6 % ,    96.140 kPa
654332 ,    287.92 K ,    62.6 % ,    96.141 kPa
655339 ,    287.93 K ,    62.6 % ,    96.143 kPa
656346 ,    287.95 K ,    62.6 % ,    96.144 kPa
657352 ,    287.96 K ,    62.5 % ,    96.143 kPa
658359 ,    287.98 K ,    62.5 % ,    96.145 kPa
659365 ,    288.00 K ,    62.4 % ,    96.144 kPa
660372 ,    288.02 K ,    62.4 % ,    96.143 kPa
661378 ,    288.02 K ,    62.3 % ,    96.145 kPa
662384 ,    288.00 K ,    62.3 % ,    96.143 kPa
663391 ,    288.00 K ,    62.2 % ,    96.142 kPa
664397 ,    288.05 K ,    62.3 % ,    96.144 kPa
665404 ,    288.09 K ,    62.2 % ,    96.142 kPa
666411 ,    288.10 K ,    62.1 % ,    96.145 kPa
667416 ,    288.11 K ,    62.1 % ,    96.144 kPa
668423 ,    288.10 K ,    62.0 % ,    96.144 kPa
669429 ,    288.11 K ,    62.0 % ,    96.143 kPa
670436 ,    288.13 K ,    61.9 % ,    96.143 kPa
671442 ,    288.13 K ,    61.8 % ,    96.147 kPa
672449 ,    288.21 K ,    61.8 % ,    96.142 kPa
673456 ,    288.33 K ,    61.8 % ,    96.146 kPa
674461 ,    288.25 K ,    61.5 % ,    96.143 kPa
675468 ,    288.16 K ,    61.5 % ,    96.139 kPa
676474 ,    288.18 K ,    61.4 % ,    96.143 kPa
677481 ,    288.04 K ,    61.4 % ,    96.142 kPa
678488 ,    287.98 K ,    61.4 % ,    96.145 kPa
679494 ,    287.92 K ,    61.5 % ,    96.142 kPa
680501 ,    287.90 K ,    61.5 % ,    96.142 kPa
681506 ,    287.92 K ,    61.6 % ,    96.141 kPa
682513 ,    287.93 K ,    61.6 % ,    96.141 kPa
683520 ,    287.91 K ,    61.6 % ,    96.144 kPa
684526 ,    287.89 K ,    61.6 % ,    96.143 kPa
685533 ,    287.86 K ,    61.7 % ,    96.146 kPa
686539 ,    287.79 K ,    61.7 % ,    96.144 kPa
687546 ,    287.77 K ,    61.7 % ,    96.146 kPa
688551 ,    287.77 K ,    61.8 % ,    96.142 kPa
689558 ,    287.74 K ,    61.8 % ,    96.142 kPa
690565 ,    287.72 K ,    61.9 % ,    96.143 kPa
691571 ,    287.72 K ,    61.9 % ,    96.145 kPa
692578 ,    287.70 K ,    62.0 % ,    96.143 kPa
693584 ,    287.69 K ,    62.0 % ,    96.142 kPa
694591 ,    287.75 K ,    62.1 % ,    96.143 kPa
695597 ,    287.75 K ,    62.1 % ,    96.142 kPa
696603 ,    287.72 K ,    62.1 % ,    96.147 kPa
697610 ,    287.70 K ,    62.1 % ,    96.143 kPa
698616 ,    287.71 K ,    62.1 % ,    96.142 kPa
699623 ,    287.71 K ,    62.2 % ,    96.143 kPa
700630 ,    287.77 K ,    62.2 % ,    96.142 kPa
701636 ,    287.82 K ,    62.2 % ,    96.146 kPa
702642 ,    287.88 K ,    62.3 % ,    96.143 kPa
703648 ,    287.85 K ,    62.1 % ,    96.141 kPa
704655 ,    287.87 K ,    62.1 % ,    96.143 kPa
705661 ,    287.86 K ,    62.1 % ,    96.144 kPa
706668 ,    287.87 K ,    62.1 % ,    96.144 kPa
707675 ,    287.88 K ,    62.0 % ,    96.143 kPa
708681 ,    287.80 K ,    62.0 % ,    96.141 kPa
709687 ,    287.78 K ,    62.0 % ,    96.147 kPa
710693 ,    287.78 K ,    62.0 % ,    96.148 kPa
711700 ,    287.70 K ,    62.0 % ,    96.144 kPa
712707 ,    287.67 K ,    62.1 % ,    96.142 kPa
713713 ,    287.67 K ,    62.2 % ,    96.142 kPa
714720 ,    287.73 K ,    62.2 % ,    96.144 kPa
715726 ,    287.76 K ,    62.2 % ,    96.144 kPa
716732 ,    287.71 K ,    62.2 % ,    96.143 kPa
717739 ,    287.65 K ,    62.2 % ,    96.143 kPa
718745 ,    287.64 K ,    62.3 % ,    96.143 kPa
719752 ,    287.64 K ,    62.3 % ,    96.147 kPa
720758 ,    287.62 K ,    62.4 % ,    96.147 kPa
721765 ,    287.63 K ,    62.4 % ,    96.150 kPa
722771 ,    287.62 K ,    62.4 % ,    96.145 kPa
723777 ,    287.63 K ,    62.4 % ,    96.146 kPa
724784 ,    287.63 K ,    62.5 % ,    96.146 kPa
725790 ,    287.63 K ,    62.5 % ,    96.146 kPa
726797 ,    287.63 K ,    62.5 % ,    96.146 kPa
727803 ,    287.66 K ,    62.5 % ,    96.145 kPa
728810 ,    287.69 K ,    62.5 % ,    96.148 kPa
729817 ,    287.70 K ,    62.5 % ,    96.145 kPa
730822 ,    287.71 K ,    62.5 % ,    96.148 kPa
731829 ,    287.71 K ,    62.5 % ,    96.145 kPa
732835 ,    287.71 K ,    62.5 % ,    96.144 kPa
733842 ,    287.72 K ,    62.5 % ,    96.145 kPa
734849 ,    287.73 K ,    62.5 % ,    96.143 kPa
735855 ,    287.76 K ,    62.4 % ,    96.144 kPa
736861 ,    287.77 K ,    62.4 % ,    96.144 kPa
737867 ,    287.76 K ,    62.3 % ,    96.145 kPa
738874 ,    287.74 K ,    62.3 % ,    96.143 kPa
739880 ,    287.72 K ,    62.2 % ,    96.146 kPa
740887 ,    287.71 K ,    62.4 % ,    96.145 kPa
741894 ,    287.82 K ,    62.4 % ,    96.145 kPa
742900 ,    287.88 K ,    62.4 % ,    96.144 kPa
743906 ,    287.92 K ,    62.3 % ,    96.143 kPa
744912 ,    287.91 K ,    62.2 % ,    96.145 kPa
745919 ,    287.92 K ,    62.1 % ,    96.145 kPa
746926 ,    287.91 K ,    62.1 % ,    96.145 kPa
747932 ,    287.93 K ,    62.0 % ,    96.147 kPa
748939 ,    287.94 K ,    62.0 % ,    96.142 kPa
749945 ,    287.97 K ,    61.9 % ,    96.144 kPa
750951 ,    287.96 K ,    61.9 % ,    96.145 kPa
751958 ,    288.04 K ,    61.9 % ,    96.143 kPa
752964 ,    288.06 K ,    61.8 % ,    96.140 kPa
753971 ,    288.10 K ,    61.8 % ,    96.144 kPa
754977 ,    288.14 K ,    61.7 % ,    96.143 kPa
755984 ,    288.17 K ,    61.6 % ,    96.141 kPa
756990 ,    288.21 K ,    61.5 % ,    96.141 kPa
757996 ,    288.24 K ,    61.4 % ,    96.144 kPa
759003 ,    288.26 K ,    61.3 % ,    96.142 kPa
760009 ,    288.21 K ,    61.2 % ,    96.147 kPa
761016 ,    288.15 K ,    61.1 % ,    96.146 kPa
762022 ,    288.10 K ,    61.1 % ,    96.147 kPa
763029 ,    288.12 K ,    61.1 % ,    96.144 kPa
764036 ,    288.16 K ,    61.1 % ,    96.148 kPa
765041 ,    288.20 K ,    61.1 % ,    96.146 kPa
766048 ,    288.19 K ,    61.0 % ,    96.142 kPa
767054 ,    288.22 K ,    60.9 % ,    96.142 kPa
768061 ,    288.20 K ,    60.9 % ,    96.143 kPa
769068 ,    288.18 K ,    60.8 % ,    96.148 kPa
770074 ,    288.20 K ,    60.8 % ,    96.148 kPa
771081 ,    288.17 K ,    60.8 % ,    96.147 kPa
772086 ,    288.21 K ,    60.8 % ,    96.143 kPa
773093 ,    288.21 K ,    60.7 % ,    96.146 kPa
774099 ,    288.20 K ,    60.7 % ,    96.147 kPa
775106 ,    288.24 K ,    60.7 % ,    96.146 kPa
776113 ,    288.22 K ,    60.7 % ,    96.144 kPa
777119 ,    288.23 K ,    60.7 % ,    96.146 kPa
778126 ,    288.28 K ,    60.6 % ,    96.147 kPa
779131 ,    288.26 K ,    60.6 % ,    96.147 kPa
780138 ,    288.26 K ,    60.5 % ,    96.146 kPa
781145 ,    288.31 K ,    60.5 % ,    96.148 kPa
782151 ,    288.29 K ,    60.5 % ,    96.145 kPa
783158 ,    288.29 K ,    60.4 % ,    96.147 kPa
784164 ,    288.29 K ,    60.3 % ,    96.145 kPa
785171 ,    288.25 K ,    60.3 % ,    96.146 kPa
786177 ,    288.17 K ,    60.3 % ,    96.144 kPa
787183 ,    288.13 K ,    60.3 % ,    96.145 kPa
788190 ,    288.04 K ,    60.3 % ,    96.145 kPa
789196 ,    288.01 K ,    60.4 % ,    96.145 kPa
790203 ,    287.95 K ,    60.4 % ,    96.145 kPa
791209 ,    287.92 K ,    60.5 % ,    96.147 kPa
792216 ,    287.90 K ,    60.6 % ,    96.146 kPa
793222 ,    287.93 K ,    60.7 % ,    96.143 kPa
794228 ,    287.98 K ,    60.7 % ,    96.144 kPa
795235 ,    287.96 K ,    60.8 % ,    96.145 kPa
796241 ,    287.94 K ,    60.8 % ,    96.146 kPa
797248 ,    287.93 K ,    60.7 % ,    96.146 kPa
798255 ,    287.90 K ,    60.8 % ,    96.145 kPa
799261 ,    287.81 K ,    60.9 % ,    96.146 kPa
800267 ,    287.84 K ,    61.0 % ,    96.146 kPa
801273 ,    287.80 K ,    61.0 % ,    96.148 kPa
802280 ,    287.75 K ,    61.0 % ,    96.143 kPa
803287 ,    287.72 K ,    61.1 % ,    96.147 kPa
804293 ,    287.76 K ,    61.2 % ,    96.146 kPa
805300 ,    287.74 K ,    61.3 % ,    96.150 kPa
806305 ,    287.70 K ,    61.3 % ,    96.147 kPa
807312 ,    287.71 K ,    61.4 % ,    96.147 kPa
808318 ,    287.77 K ,    61.5 % ,    96.147 kPa
809325 ,    287.65 K ,    61.5 % ,    96.150 kPa
810332 ,    287.67 K ,    61.6 % ,    96.146 kPa
811338 ,    287.71 K ,    61.7 % ,    96.144 kPa
812345 ,    287.75 K ,    61.7 % ,    96.147 kPa
813350 ,    287.73 K ,    61.7 % ,    96.144 kPa
814357 ,    287.74 K ,    61.5 % ,    96.142 kPa
815364 ,    287.75 K ,    61.8 % ,    96.144 kPa
816370 ,    287.69 K ,    61.8 % ,    96.145 kPa
817377 ,    287.66 K ,    61.8 % ,    96.149 kPa
818383 ,    287.64 K ,    61.8 % ,    96.149 kPa
819390 ,    287.60 K ,    61.9 % ,    96.147 kPa
820396 ,    287.61 K ,    62.0 % ,    96.151 kPa
821402 ,    287.62 K ,    62.1 % ,    96.145 kPa
822409 ,    287.70 K ,    62.2 % ,    96.144 kPa
823415 ,    287.70 K ,    62.1 % ,    96.145 kPa
824422 ,    287.77 K ,    62.2 % ,    96.144 kPa
825428 ,    287.82 K ,    62.1 % ,    96.146 kPa
826435 ,    287.88 K ,    62.1 % ,    96.145 kPa
827441 ,    287.90 K ,    62.0 % ,    96.145 kPa
828447 ,    287.95 K ,    62.1 % ,    96.146 kPa
