Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
1288413 ,    348.52 K ,    0.8 % ,    110.552 kPa
1289419 ,    348.52 K ,    0.8 % ,    110.549 kPa
1290425 ,    348.55 K ,    0.8 % ,    110.551 kPa
1291431 ,    348.55 K ,    0.8 % ,    110.549 kPa
1292438 ,    348.55 K ,    0.8 % ,    110.549 kPa
1293445 ,    348.56 K ,    0.7 % ,    110.548 kPa
1294451 ,    348.57 K ,    0.8 % ,    110.545 kPa
1295458 ,    348.59 K ,    0.7 % ,    110.545 kPa
1296464 ,    348.59 K ,    0.7 % ,    110.544 kPa
1297471 ,    348.59 K ,    0.7 % ,    110.544 kPa
1298478 ,    348.60 K ,    0.7 % ,    110.543 kPa
1299483 ,    348.62 K ,    0.7 % ,    110.543 kPa
1300490 ,    348.62 K ,    0.8 % ,    110.541 kPa
1301496 ,    348.62 K ,    0.7 % ,    110.539 kPa
1302503 ,    348.63 K ,    0.7 % ,    110.535 kPa
1303510 ,    348.64 K ,    0.7 % ,    110.538 kPa
1304516 ,    348.65 K ,    0.7 % ,    110.538 kPa
1305523 ,    348.66 K ,    0.7 % ,    110.534 kPa
1306529 ,    348.66 K ,    0.7 % ,    110.535 kPa
1307536 ,    348.67 K ,    0.7 % ,    110.534 kPa
1308542 ,    348.70 K ,    0.7 % ,    110.534 kPa
1309548 ,    348.70 K ,    0.7 % ,    110.532 kPa
1310555 ,    348.70 K ,    0.7 % ,    110.530 kPa
1311561 ,    348.71 K ,    0.7 % ,    110.530 kPa
1312568 ,    348.71 K ,    0.7 % ,    110.526 kPa
1313574 ,    348.73 K ,    0.7 % ,    110.528 kPa
1314581 ,    348.74 K ,    0.7 % ,    110.528 kPa
1315588 ,    348.74 K ,    0.7 % ,    110.524 kPa
1316594 ,    348.75 K ,    0.7 % ,    110.523 kPa
1317601 ,    348.76 K ,    0.7 % ,    110.521 kPa
1318606 ,    348.76 K ,    0.7 % ,    110.520 kPa
1319613 ,    348.77 K ,    0.7 % ,    110.520 kPa
1320620 ,    348.77 K ,    0.7 % ,    110.517 kPa
1321626 ,    348.79 K ,    0.7 % ,    110.516 kPa
1322633 ,    348.79 K ,    0.7 % ,    110.515 kPa
1323639 ,    348.81 K ,    0.7 % ,    110.516 kPa
1324646 ,    348.81 K ,    0.7 % ,    110.514 kPa
1325652 ,    348.82 K ,    0.7 % ,    110.512 kPa
1326659 ,    348.83 K ,    0.7 % ,    110.513 kPa
1327665 ,    348.83 K ,    0.7 % ,    110.507 kPa
1328671 ,    348.84 K ,    0.7 % ,    110.507 kPa
1329678 ,    348.84 K ,    0.7 % ,    110.501 kPa
1330684 ,    348.85 K ,    0.7 % ,    110.500 kPa
1331691 ,    348.86 K ,    0.7 % ,    110.501 kPa
1332698 ,    348.86 K ,    0.7 % ,    110.498 kPa
1333704 ,    348.86 K ,    0.7 % ,    110.496 kPa
1334711 ,    348.87 K ,    0.7 % ,    110.497 kPa
1335716 ,    348.88 K ,    0.7 % ,    110.494 kPa
1336723 ,    348.89 K ,    0.7 % ,    110.493 kPa
1337730 ,    348.90 K ,    0.7 % ,    110.493 kPa
1338736 ,    348.90 K ,    0.7 % ,    110.492 kPa
1339743 ,    348.91 K ,    0.6 % ,    110.491 kPa
1340749 ,    348.92 K ,    0.7 % ,    110.489 kPa
1341756 ,    348.93 K ,    0.7 % ,    110.488 kPa
1342763 ,    348.94 K ,    0.7 % ,    110.486 kPa
1343769 ,    348.94 K ,    0.6 % ,    110.485 kPa
1344775 ,    348.95 K ,    0.6 % ,    110.483 kPa
1345781 ,    348.95 K ,    0.6 % ,    110.480 kPa
1346788 ,    348.97 K ,    0.6 % ,    110.480 kPa
1347794 ,    348.97 K ,    0.6 % ,    110.479 kPa
1348801 ,    348.98 K ,    0.6 % ,    110.479 kPa
1349808 ,    348.98 K ,    0.4 % ,    110.473 kPa
1350814 ,    348.99 K ,    0.7 % ,    110.477 kPa
1351821 ,    349.00 K ,    0.6 % ,    110.474 kPa
1352827 ,    348.99 K ,    0.6 % ,    110.472 kPa
1353833 ,    349.00 K ,    0.6 % ,    110.470 kPa
1354840 ,    349.01 K ,    0.6 % ,    110.467 kPa
1355846 ,    349.02 K ,    0.7 % ,    110.468 kPa
